ID,AcceptedCmp1,AcceptedCmp2,Education,Marital_Status,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
5407,0,0,Graduation,Together,1954,53103,70,729,17,133,11,0,5,10,6,7,7
2166,0,0,2n Cycle,Widow,1960,46779,55,12,1,3,0,0,1,0,1,2,4
3955,0,0,Graduation,Divorced,1965,4861,20,2,1,1,1,0,0,0,0,0,14
6634,0,0,Master,Divorced,1979,33462,78,22,3,18,0,0,1,2,0,3,7
3056,0,0,Graduation,Divorced,1978,63693,63,587,43,337,42,87,3,11,6,9,6
5718,1,0,Graduation,Married,1950,80763,17,674,168,108,192,42,1,5,11,6,3
6872,0,0,PhD,Married,1974,65352,43,284,3,84,4,7,2,4,2,8,4
8164,0,0,PhD,Married,1978,82170,13,1023,93,651,49,55,1,5,6,7,2
4580,1,0,Graduation,Married,1969,75759,46,1394,22,708,89,91,1,9,7,9,5
9305,0,0,2n Cycle,Single,1976,79689,65,311,26,640,180,37,1,4,9,13,2
453,0,0,PhD,Widow,1956,35340,1,27,0,12,0,1,2,2,0,3,5
8545,1,1,Graduation,Divorced,1954,85683,6,1296,17,311,45,69,1,2,4,10,1
9850,0,0,2n Cycle,Married,1972,24884,32,3,6,7,0,0,1,0,0,3,7
7378,0,0,Master,Together,1981,42021,34,393,5,136,7,5,5,10,1,6,9
7646,0,0,Graduation,Single,1989,64449,70,218,63,282,137,35,4,5,3,12,4
1640,0,0,Graduation,Divorced,1954,64587,49,66,0,16,0,6,2,1,1,4,3
5184,0,0,Graduation,Single,1995,34824,65,4,2,11,2,0,1,1,0,2,6
8492,1,0,Graduation,Together,1978,75437,25,795,0,545,95,58,1,8,4,10,6
11188,0,0,Graduation,Together,1957,26091,84,15,10,19,8,17,3,2,1,3,5
1212,0,0,Graduation,Married,1973,52845,7,384,25,292,130,41,3,8,8,6,6
9097,0,0,Graduation,Divorced,1956,46086,34,244,8,32,7,2,4,3,1,8,4
10473,0,0,PhD,Widow,1956,78028,38,158,19,288,25,0,1,6,4,9,7
7962,1,0,PhD,Single,1987,95169,1,1285,21,449,106,20,1,4,3,4,1
9984,1,0,2n Cycle,Married,1981,56337,25,349,16,144,28,5,5,8,5,4,8
5527,0,0,Graduation,Together,1987,22434,25,4,12,11,3,13,2,2,0,3,8
6374,0,0,PhD,Married,1954,36930,50,223,2,31,0,2,5,5,2,4,8
7453,0,0,Graduation,Single,1954,36130,46,157,43,127,68,56,6,3,8,4,4
8952,0,0,Master,Married,1953,65569,96,397,46,288,20,38,2,6,5,10,3
241,0,0,Graduation,Together,1952,83844,57,901,31,345,75,31,1,4,4,11,1
8975,0,0,Graduation,Married,1968,19514,47,14,3,21,2,1,4,3,1,2,8
6119,0,0,PhD,Single,1963,36736,52,10,0,3,0,0,1,1,0,2,6
5236,1,0,Graduation,Together,1979,77568,30,1230,0,396,232,178,1,10,2,8,5
5723,0,0,PhD,Together,1976,49187,63,81,1,31,2,1,1,1,1,5,2
1710,0,0,Graduation,Single,1978,30168,51,154,20,66,0,12,7,6,1,4,9
1970,0,0,Master,Together,1968,34053,14,63,0,21,7,0,1,3,0,3,8
5313,0,0,Master,Married,1971,38196,20,30,0,11,0,0,3,2,0,4,5
10634,0,0,Master,Married,1951,59412,56,90,67,165,30,43,1,4,2,8,3
7010,0,0,2n Cycle,Married,1965,70924,41,635,114,254,132,152,1,6,6,7,3
8562,0,0,Graduation,Together,1969,54165,72,127,4,73,15,6,1,2,1,7,2
3158,0,0,Graduation,Married,1973,32300,1,13,3,6,6,5,1,1,0,3,8
4436,0,0,Graduation,Single,1976,20180,27,18,42,24,15,20,1,2,1,4,7
5287,0,0,Graduation,Married,1973,34961,77,45,2,26,4,1,3,3,1,3,7
2445,0,0,PhD,Together,1974,28440,87,38,1,24,0,0,1,2,0,3,8
6059,0,0,PhD,Together,1953,64504,81,986,36,168,16,0,7,11,3,4,7
4550,0,0,Master,Together,1966,33564,51,61,0,3,0,0,1,1,1,3,5
4240,0,0,Graduation,Married,1978,17345,79,4,9,16,17,0,2,2,1,2,8
8911,0,0,PhD,Married,1967,56320,11,201,53,172,116,77,3,5,4,9,4
3706,0,0,Graduation,Single,1978,28647,54,19,8,29,0,12,1,2,2,2,7
3628,0,0,Basic,Single,1987,15038,93,4,8,11,19,12,2,2,1,2,9
10175,0,0,PhD,Divorced,1958,32173,0,18,0,2,0,0,1,1,0,3,4
8985,0,0,2n Cycle,Together,1964,68316,54,806,80,161,120,11,5,10,7,10,6
5204,0,0,Graduation,Together,1971,74538,21,380,98,733,110,112,1,8,8,5,3
9220,0,0,Graduation,Single,1971,91700,58,576,172,961,125,115,1,8,6,5,3
9888,0,0,Graduation,Together,1969,68695,3,458,81,356,106,50,1,4,4,7,2
5263,0,0,2n Cycle,Married,1977,31056,99,5,10,13,3,8,1,1,0,3,8
1020,0,0,Graduation,Married,1973,79593,70,350,60,568,110,133,1,5,6,7,2
9503,0,0,Graduation,Single,1980,28071,65,39,33,130,41,26,2,5,1,5,8
10613,0,0,PhD,Together,1958,37334,44,26,1,16,2,2,4,3,0,4,4
67,0,0,Master,Single,1972,46423,6,68,0,16,0,0,3,2,0,4,7
6019,0,0,PhD,Married,1971,37126,9,45,3,9,4,4,1,1,2,2,6
5863,0,0,Graduation,Married,1953,47703,95,359,0,134,13,26,4,6,3,8,5
3717,0,0,Graduation,Married,1959,61180,70,403,24,29,6,24,2,5,5,6,3
6730,0,0,Graduation,Married,1954,38998,92,34,1,14,0,0,3,2,0,3,8
10749,0,0,Graduation,Single,1991,8028,62,73,18,66,7,12,15,0,1,0,19
4998,1,0,Graduation,Together,1962,76081,85,292,30,415,63,33,1,4,5,4,2
6287,0,0,Graduation,Together,1986,34728,2,14,0,16,0,0,1,1,1,2,6
5985,0,0,Master,Single,1965,33168,0,80,1,37,0,1,3,2,1,4,7
4754,0,0,Master,Married,1966,33585,91,30,11,33,13,6,1,2,0,4,4
4002,0,0,PhD,Married,1960,77037,3,463,96,333,168,53,1,7,7,12,3
8870,0,0,Graduation,Together,1984,35196,68,75,12,141,43,39,6,6,1,5,8
966,0,0,Graduation,Married,1966,44529,98,538,13,91,17,6,6,6,2,11,5
4767,0,0,2n Cycle,Married,1965,70924,41,635,114,254,132,152,1,6,6,7,3
9725,0,0,PhD,Together,1966,28764,16,8,0,3,0,0,1,1,0,2,8
4475,0,0,PhD,Married,1949,69098,82,1315,22,780,145,0,1,7,8,9,5
5740,0,0,2n Cycle,Divorced,1970,25959,1,4,2,12,7,5,2,1,2,2,6
5731,0,0,Master,Married,1983,27100,64,12,0,13,2,0,1,1,0,3,7
7290,0,0,Graduation,Single,1985,70596,68,347,44,534,17,0,1,3,5,12,2
3846,0,0,Graduation,Married,1974,42557,98,192,5,53,0,5,4,6,1,4,8
8104,0,0,PhD,Married,1951,53312,32,241,0,12,0,0,1,5,1,5,7
4507,0,0,Graduation,Single,1952,72228,87,631,28,491,30,14,1,6,7,8,3
11013,0,0,Graduation,Together,1987,67605,84,336,28,282,184,54,1,2,8,6,1
4491,0,0,Master,Married,1949,62845,3,1099,0,45,0,0,11,3,4,10,8
3759,0,0,Graduation,Together,1958,65196,34,743,19,181,12,0,2,7,6,11,5
1162,0,0,PhD,Single,1987,42000,23,124,83,267,85,59,2,5,2,11,5
2055,0,0,PhD,Divorced,1973,35860,37,15,0,8,4,2,2,1,1,2,5
10766,0,0,PhD,Married,1964,65526,22,397,19,69,12,0,1,4,4,8,2
4415,0,0,Graduation,Married,1961,16860,19,10,4,4,3,3,3,1,1,3,7
3005,1,0,Graduation,Single,1992,83528,7,530,117,678,134,44,1,4,10,8,1
2223,0,0,2n Cycle,Divorced,1965,64176,52,1215,33,249,64,116,8,8,9,8,6
4817,0,0,Graduation,Divorced,1956,22304,91,3,2,7,0,4,1,1,0,2,8
2875,0,0,Graduation,Married,1978,67023,93,444,44,382,11,8,1,3,7,13,2
10536,0,0,PhD,Together,1971,32892,78,26,0,15,2,1,2,3,0,3,8
11112,0,0,Graduation,Together,1966,70713,23,736,114,279,82,76,6,5,6,8,3
3807,0,0,Graduation,Together,1955,59925,83,473,21,176,19,21,3,9,2,9,6
9197,0,0,Graduation,Married,1953,39722,92,32,0,5,2,0,2,2,0,3,5
10832,0,0,Graduation,Together,1958,46610,4,288,10,30,4,10,1,6,1,6,6
6421,1,0,Graduation,Together,1961,88347,32,1050,178,555,77,138,1,4,7,9,1
4207,0,0,PhD,Married,1981,87171,27,1001,44,107,58,44,1,6,7,11,2
577,0,0,2n Cycle,Together,1976,26907,10,9,1,7,0,3,2,1,0,3,7
10855,0,0,Master,Single,1968,50014,9,234,14,77,19,10,2,4,1,8,5
3081,0,0,PhD,Married,1978,41014,65,7,2,6,2,0,1,1,0,2,7
3535,0,0,Graduation,Single,1965,66294,68,251,108,334,65,92,1,4,3,5,2
247,0,0,Graduation,Married,1971,36715,16,172,10,125,21,13,6,7,2,4,9
8707,0,0,Graduation,Married,1956,79456,12,565,42,548,64,83,1,5,6,4,3
9523,0,0,Graduation,Together,1982,40479,95,5,0,8,2,0,1,0,0,3,4
6072,1,0,Master,Single,1970,75345,16,918,57,842,99,38,1,5,8,6,3
6295,0,0,Graduation,Married,1977,54233,46,652,8,158,21,0,4,11,6,5,8
10914,0,0,Graduation,Single,1970,24163,3,4,1,7,2,1,2,1,0,3,4
1509,1,1,PhD,Together,1958,84460,80,152,27,103,106,54,0,9,9,4,5
5577,0,0,Graduation,Together,1983,43776,77,8,0,9,2,1,1,1,0,2,6
7348,0,0,PhD,Single,1958,71691,0,336,130,411,240,32,1,4,7,5,2
1127,0,0,PhD,Married,1973,85844,62,938,19,843,25,95,1,6,6,7,2
1833,0,0,PhD,Single,1974,39190,91,68,8,18,19,8,2,2,1,4,5
4944,0,0,Graduation,Together,1959,71367,24,227,23,389,42,21,1,4,5,7,2
9080,0,0,PhD,Single,1972,38578,2,38,4,22,3,3,3,3,0,3,8
6466,0,0,PhD,Married,1965,57236,22,105,0,9,2,1,3,2,1,4,3
9964,0,0,Graduation,Single,1979,61825,56,162,50,100,55,30,1,4,2,8,4
4790,0,0,Graduation,Divorced,1958,79803,54,574,8,216,21,16,1,4,3,5,1
10245,0,0,2n Cycle,Single,1986,80910,71,160,80,369,67,39,1,3,3,8,1
1109,0,0,Master,Together,1982,27590,38,6,0,5,0,0,1,1,0,2,7
6001,0,0,Graduation,Married,1979,56775,62,614,35,160,58,35,2,5,8,10,5
5538,1,0,Graduation,Divorced,1975,83829,78,897,161,430,186,161,0,4,7,6,1
10552,0,0,2n Cycle,Married,1979,54210,18,70,54,109,80,9,2,4,1,7,5
1545,0,0,Graduation,Married,1986,38508,95,120,19,206,25,19,6,7,2,5,8
7409,0,0,Graduation,Together,1970,53187,66,211,2,30,7,7,2,4,1,6,5
4444,0,0,Graduation,Married,1972,30023,28,11,0,16,7,6,1,2,0,3,8
146,1,0,PhD,Single,1960,76045,78,760,53,400,17,93,1,4,5,11,2
6271,0,0,PhD,Married,1952,50870,13,53,0,8,0,0,1,2,0,3,5
10065,0,0,2n Cycle,Married,1970,15315,27,7,4,13,15,8,2,2,0,4,5
4741,0,0,2n Cycle,Married,1974,65463,17,391,32,70,21,32,2,6,2,9,5
246,0,0,Graduation,Married,1965,66480,71,199,9,57,20,21,7,4,1,7,4
375,0,0,Graduation,Divorced,1954,76773,79,516,56,449,86,33,1,2,2,11,1
1524,1,0,2n Cycle,Single,1983,81698,1,709,45,115,30,160,1,8,2,5,5
10022,0,0,PhD,Single,1973,54466,78,12,0,4,0,0,1,1,0,2,5
7451,0,0,Master,Single,1960,98777,23,1000,19,711,125,115,0,4,6,9,1
11010,0,0,PhD,Single,1984,16269,75,19,3,18,3,1,3,3,0,3,8
4356,0,0,Graduation,Together,1971,71819,70,1224,28,140,0,14,3,3,3,5,6
3885,0,0,PhD,Married,1983,33569,10,16,2,18,3,0,1,1,1,2,8
1175,0,0,Master,Married,1983,36262,24,88,39,54,64,28,1,3,5,3,6
880,0,0,Basic,Together,1966,22634,47,2,23,11,8,6,1,2,1,2,8
2320,0,0,2n Cycle,Married,1978,47025,98,508,11,59,23,5,5,11,1,6,9
850,0,0,Graduation,Single,1968,70566,4,381,28,215,84,28,2,6,5,9,3
4713,0,0,PhD,Married,1979,31605,15,74,0,42,2,1,2,2,1,4,7
675,0,0,Master,Divorced,1973,52034,67,146,0,93,7,13,5,4,2,5,7
5025,0,0,Graduation,Single,1979,48526,32,23,17,23,43,20,1,2,1,4,3
2308,0,0,Graduation,Married,1954,46734,40,110,5,137,26,23,2,6,1,5,7
5995,0,0,Graduation,Divorced,1962,39552,54,165,3,147,4,24,7,6,2,5,8
6749,0,0,Graduation,Single,1966,86358,78,957,47,494,82,47,4,5,3,6,8
1010,0,0,Graduation,Together,1977,46931,94,41,0,17,3,1,2,1,1,3,3
8977,0,0,Basic,Single,1985,16581,51,1,3,4,2,3,1,0,0,3,4
4756,0,0,2n Cycle,Divorced,1952,63998,42,176,29,818,0,33,1,7,6,11,4
3412,0,0,Master,Married,1951,67381,67,815,8,53,11,0,4,2,2,9,7
606,0,0,Graduation,Single,1967,25930,87,6,1,2,2,0,1,1,0,2,7
5961,0,0,Graduation,Married,1978,42693,29,8,4,20,6,3,1,1,0,3,5
2975,1,0,Graduation,Together,1976,85606,89,717,42,864,219,30,2,6,7,9,3
2894,1,0,Graduation,Single,1985,72903,74,1067,138,750,0,19,1,7,5,8,4
7613,0,0,2n Cycle,Together,1974,49669,97,166,5,107,11,8,2,5,1,6,6
10542,0,0,PhD,Married,1968,36778,63,29,4,34,2,4,3,3,0,3,9
8015,0,0,PhD,Divorced,1962,85696,88,714,76,395,116,0,1,4,6,9,1
10617,0,0,Master,Divorced,1989,10979,34,8,4,10,2,2,2,3,0,3,5
11166,0,0,Graduation,Married,1961,49678,81,229,5,56,3,2,2,6,2,4,7
849,0,0,Master,Together,1953,56129,65,320,48,133,39,72,4,6,2,10,4
523,0,0,Graduation,Married,1989,37155,51,23,0,26,7,15,1,2,0,4,5
4066,0,0,2n Cycle,Divorced,1978,21282,76,1,5,8,4,8,2,2,1,2,6
8414,0,0,PhD,Single,1962,33419,76,56,0,12,0,0,2,2,0,4,7
819,0,0,Graduation,Widow,1945,63285,84,508,124,249,50,38,1,6,5,13,3
4961,0,0,Master,Together,1974,21255,56,29,0,25,2,2,4,2,1,4,4
749,0,0,Graduation,Together,1981,42162,31,46,7,59,2,4,2,3,1,3,6
5430,0,0,Graduation,Together,1956,54450,0,454,0,171,8,19,12,9,2,8,8
7755,0,0,PhD,Married,1954,57744,91,350,3,39,0,0,2,9,1,4,8
10525,0,0,Graduation,Single,1986,26576,40,10,0,8,0,0,1,1,0,2,9
1453,0,0,PhD,Widow,1943,57513,59,735,40,183,52,20,2,9,3,13,6
8310,0,0,Graduation,Together,1964,68142,96,897,126,196,91,112,3,10,4,7,6
10710,0,0,Graduation,Married,1979,7500,61,5,2,3,3,0,1,1,0,2,8
5031,0,0,Graduation,Together,1974,83145,14,777,35,731,39,137,1,5,9,11,2
2613,0,0,Master,Married,1960,54197,16,162,6,37,6,13,2,1,3,6,1
213,0,0,PhD,Single,1963,23091,98,35,0,11,0,0,4,2,1,3,7
967,0,0,Graduation,Married,1976,46049,11,342,9,112,19,14,10,5,2,9,7
1077,0,0,Graduation,Together,1974,56715,52,258,105,239,237,172,1,7,3,4,4
7959,0,0,Graduation,Married,1961,79410,19,658,80,483,123,13,1,3,2,5,1
640,0,0,Graduation,Married,1951,57304,61,356,80,329,138,17,2,7,6,10,5
4252,0,0,Graduation,Married,1965,44375,73,213,5,28,7,7,1,4,1,6,5
8432,0,0,Graduation,Together,1956,54450,0,454,0,171,8,19,12,9,2,8,8
6218,0,0,Graduation,Married,1965,59594,74,457,4,29,0,0,1,8,1,7,7
6905,0,0,Graduation,Together,1994,80685,55,241,45,604,34,26,1,6,4,10,2
5922,0,0,PhD,Married,1974,40344,48,210,0,6,0,0,2,4,1,5,7
3598,0,0,Graduation,Married,1972,62710,53,441,35,83,7,29,4,4,2,12,4
6116,0,0,2n Cycle,Married,1968,48985,13,19,13,18,10,7,1,1,1,3,3
6263,0,0,Graduation,Together,1968,35322,34,28,9,37,12,7,3,2,0,4,8
10486,0,0,Graduation,Married,1948,77142,54,476,75,162,29,151,1,4,4,8,2
2410,0,0,Graduation,Single,1969,81657,69,364,40,425,158,60,1,3,4,8,1
193,0,0,Basic,Married,1996,14421,81,0,0,2,3,3,1,1,0,2,5
3363,0,0,2n Cycle,Married,1974,20130,99,0,6,3,7,6,1,1,0,3,8
8278,0,0,PhD,Married,1990,74214,3,863,83,547,86,99,1,8,2,5,5
10660,0,0,Master,Married,1957,66726,61,349,7,35,0,0,3,8,2,4,7
8686,0,0,Basic,Together,1979,23724,65,5,23,15,0,18,2,2,0,3,8
1604,0,0,Master,Married,1960,47353,93,184,2,19,8,8,3,2,2,6,5
5907,0,0,Master,Married,1952,33444,24,8,0,8,0,0,1,1,0,2,8
10669,0,0,Graduation,Married,1981,54386,8,277,21,64,62,21,2,3,2,10,3
2918,0,0,Graduation,Divorced,1981,28510,72,44,5,19,0,4,3,2,0,4,5
5735,0,0,Master,Single,1991,90638,29,1156,120,915,94,144,1,3,4,10,1
359,0,0,Graduation,Together,1950,48070,33,373,14,83,6,9,3,8,2,6,7
8387,0,0,Graduation,Married,1957,43140,68,134,8,76,6,0,1,4,1,5,6
1829,0,0,PhD,Divorced,1961,54959,55,1148,0,60,0,0,3,9,5,4,7
3839,0,0,Basic,Single,1958,15056,76,6,12,3,21,6,5,2,2,3,5
9392,0,0,Graduation,Single,1971,26954,17,4,1,11,0,0,1,1,0,2,7
2292,0,0,Graduation,Single,1985,22327,94,5,4,8,2,0,1,1,0,3,5
10466,0,0,Graduation,Married,1965,44393,86,24,2,20,2,2,2,1,0,4,4
9855,1,0,PhD,Single,1952,62000,25,899,0,101,0,0,1,6,6,13,4
4088,0,0,PhD,Together,1962,31497,22,108,1,28,13,1,2,3,1,4,8
5231,0,0,2n Cycle,Married,1974,45894,15,27,2,7,0,2,1,1,0,3,5
590,0,0,Master,Divorced,1970,78579,35,816,66,549,216,66,1,5,6,4,3
8732,0,0,Master,Widow,1969,67369,81,1298,0,70,37,14,4,7,4,10,4
2315,0,0,Graduation,Divorced,1960,58401,55,10,0,11,17,29,1,1,2,2,4
3515,0,0,Graduation,Single,1952,62307,94,87,13,34,10,6,1,4,0,4,5
2245,0,0,Master,Married,1969,43641,50,57,2,51,4,2,3,2,1,4,6
6283,0,0,Master,Divorced,1968,63841,64,635,15,100,20,7,1,9,3,9,6
2246,0,0,2n Cycle,Married,1965,46891,91,43,12,23,29,15,1,2,1,4,4
6606,0,0,Master,Married,1969,70091,11,964,34,137,15,0,2,5,2,10,8
5545,0,0,PhD,Married,1972,78075,72,572,8,259,34,35,1,3,5,5,1
7342,0,0,2n Cycle,Widow,1961,59184,6,341,142,113,259,151,3,6,6,12,5
837,0,0,Graduation,Married,1977,54809,0,63,6,57,13,13,4,2,1,5,4
9500,0,0,Graduation,Married,1959,58113,66,221,104,169,102,78,3,9,2,8,7
3602,0,0,Master,Married,1958,51412,42,140,3,29,4,5,2,3,2,4,4
234,0,0,Graduation,Divorced,1979,15287,60,1,2,8,4,3,2,1,1,2,7
2995,0,0,Master,Together,1957,66636,64,291,10,689,84,10,1,3,4,9,1
1118,0,0,Master,Married,1956,50965,87,544,13,85,8,6,3,10,4,5,8
7789,0,0,PhD,Married,1965,84618,96,684,100,801,21,66,1,6,9,10,2
3068,0,0,Graduation,Married,1990,18351,1,1,12,9,0,14,1,2,0,3,7
8955,0,0,PhD,Together,1957,40451,54,35,0,4,0,0,1,1,1,2,5
945,0,0,Graduation,Together,1965,36317,53,87,3,25,3,2,2,3,0,4,7
5644,0,0,Graduation,Together,1957,42213,96,309,3,24,4,3,2,5,1,7,7
7192,0,0,Graduation,Together,1955,65748,58,172,73,93,95,78,2,2,4,10,1
2324,0,0,Graduation,Together,1972,77044,12,625,38,242,50,34,2,7,11,11,4
697,0,0,Graduation,Together,1969,74918,78,972,59,913,25,19,1,5,9,6,3
3439,0,0,Graduation,Married,1972,56721,64,157,6,39,6,13,5,4,1,5,6
1506,0,0,Graduation,Single,1975,42160,26,48,9,45,3,15,4,2,1,4,6
232,0,0,Graduation,Single,1965,61559,8,279,83,88,32,14,1,4,2,10,3
8876,0,0,PhD,Together,1963,33629,49,132,0,16,0,0,5,3,1,4,9
4500,0,0,PhD,Together,1991,68682,56,919,0,505,99,30,1,4,9,10,2
9739,0,0,Graduation,Single,1963,34377,55,62,0,22,3,1,2,2,2,2,7
10395,0,0,Basic,Single,1986,8940,25,1,45,3,4,6,3,3,1,3,8
1176,0,0,Graduation,Married,1973,26228,50,2,6,4,3,1,1,1,0,2,8
1627,1,0,2n Cycle,Divorced,1957,77297,84,408,61,109,48,122,1,5,7,9,4
938,0,0,Graduation,Married,1981,40211,30,51,1,7,2,1,2,2,1,2,8
2740,0,0,PhD,Widow,1958,33438,81,62,1,16,3,2,4,2,1,4,5
257,0,0,PhD,Married,1959,75032,74,952,12,180,47,12,2,5,4,9,3
4058,0,0,PhD,Single,1955,61284,76,618,15,106,20,7,1,11,2,8,6
7736,0,0,Graduation,Married,1986,22518,36,11,7,12,2,2,2,2,1,2,5
8210,0,0,Master,Married,1975,54730,64,318,3,17,4,7,5,4,1,8,4
833,0,0,Master,Married,1955,38452,62,56,0,14,0,0,3,3,0,3,7
6230,0,0,Graduation,Divorced,1971,44421,53,110,5,59,7,1,5,5,0,4,8
7325,0,0,PhD,Together,1986,38197,86,23,0,11,2,1,1,1,0,3,5
1307,0,0,Graduation,Divorced,1978,41986,15,27,5,8,8,3,3,3,0,4,4
1502,0,0,Graduation,Together,1983,28427,67,18,3,19,3,3,2,2,0,3,8
6211,0,0,PhD,Together,1976,37395,47,18,0,9,0,1,1,1,0,3,6
843,0,0,Graduation,Married,1971,64722,47,303,0,280,60,147,4,8,2,11,6
4174,0,0,Master,Together,1956,55249,81,97,1,19,2,0,1,2,1,4,3
9757,0,1,Graduation,Together,1972,84906,98,997,15,414,99,30,1,5,6,12,2
6918,0,0,Graduation,Married,1989,28691,56,5,4,13,8,0,1,1,0,3,8
286,0,0,Graduation,Single,1952,44213,48,95,11,35,0,4,4,2,1,5,6
11086,0,0,Basic,Single,1984,25707,18,1,6,2,3,6,1,1,0,3,7
1921,0,0,PhD,Married,1967,59062,74,46,1,12,3,0,2,2,0,3,4
4138,0,0,Graduation,Single,1962,76624,68,411,106,147,54,115,1,5,10,7,1
7718,0,0,Master,Together,1947,66000,36,244,51,270,101,0,1,1,3,5,1
1291,0,0,PhD,Together,1978,27683,90,152,9,121,12,12,4,6,2,4,8
6862,0,0,Graduation,Divorced,1971,1730,65,1,1,3,1,1,15,0,0,0,20
4136,0,0,Basic,Single,1992,7500,63,10,17,18,8,26,4,3,2,2,9
803,0,0,Graduation,Together,1968,40521,82,12,0,5,0,0,1,0,1,2,5
4298,0,0,PhD,Together,1973,20427,63,5,0,4,0,0,1,1,0,2,8
10833,0,0,Graduation,Married,1975,65106,55,790,19,133,12,0,3,8,3,13,6
9606,1,0,PhD,Married,1965,69969,64,882,29,514,38,29,1,4,2,6,3
8534,0,0,Graduation,Married,1952,67433,51,615,28,259,12,48,4,6,5,13,4
5153,0,0,PhD,Married,1967,77766,97,1004,59,265,115,59,2,11,10,11,6
961,0,0,Graduation,Married,1972,74716,92,133,27,421,13,195,2,7,3,5,4
5011,0,0,Graduation,Divorced,1963,68118,51,595,23,123,10,23,2,8,9,4,6
6653,0,0,PhD,Married,1970,55158,72,293,0,87,4,11,4,7,2,5,7
9094,0,0,2n Cycle,Married,1955,62972,39,313,15,47,20,0,2,7,4,3,6
810,0,0,Graduation,Married,1975,74190,49,151,81,86,168,91,2,4,2,11,2
5493,0,0,Graduation,Married,1976,39356,21,15,0,2,0,0,1,1,0,2,6
2147,1,0,Graduation,Together,1969,76653,91,736,63,946,219,189,1,4,7,11,2
5107,0,0,PhD,Divorced,1973,35860,37,15,0,8,4,2,2,1,1,2,5
3979,0,0,PhD,Divorced,1983,90687,98,982,17,672,23,34,1,6,2,8,2
6049,1,0,Master,Together,1982,73450,85,1142,51,415,90,69,1,7,8,11,3
8147,0,0,Graduation,Married,1960,31454,40,28,0,11,0,0,3,2,0,3,8
1857,0,0,Graduation,Single,1952,47139,2,46,0,12,0,2,2,2,1,2,7
3910,1,0,Graduation,Divorced,1975,83829,78,897,161,430,186,161,0,4,7,6,1
5207,0,0,PhD,Married,1963,53378,41,489,6,152,8,6,10,9,4,6,8
11114,0,0,Graduation,Together,1970,19656,94,25,4,9,6,8,3,2,1,3,7
5429,0,0,PhD,Married,1948,45579,10,145,1,33,2,1,1,4,1,4,6
9400,0,0,2n Cycle,Single,1958,85485,73,630,26,611,44,18,1,6,6,6,2
1740,0,0,Graduation,Married,1944,55956,22,760,38,104,50,9,2,7,3,4,4
7488,0,0,Master,Single,1963,64191,30,420,15,186,151,38,3,5,3,13,3
195,0,0,Graduation,Single,1972,38808,21,125,17,52,3,19,4,5,1,4,8
635,0,0,Master,Married,1966,57183,51,464,5,64,7,0,8,9,1,7,8
7527,0,0,Master,Divorced,1968,23748,97,6,6,29,12,15,3,2,1,3,8
10319,0,0,Graduation,Married,1971,66303,56,1090,12,96,16,12,4,3,4,11,8
2296,0,0,Master,Married,1975,37368,4,3,2,11,2,2,1,1,0,2,6
10637,0,0,Graduation,Married,1964,40800,77,24,0,27,8,30,2,3,0,3,7
2931,1,0,Graduation,Divorced,1978,71847,95,737,21,106,55,63,0,6,7,9,3
907,0,0,Graduation,Married,1975,46149,36,254,6,71,4,0,5,5,1,7,5
3698,0,0,Graduation,Together,1983,78687,13,817,185,687,145,55,1,4,6,8,2
9516,0,1,2n Cycle,Divorced,1971,49118,90,620,54,239,99,98,2,9,7,10,7
679,0,0,PhD,Married,1957,37633,49,13,4,20,0,0,2,1,0,3,9
7384,0,0,Master,Together,1951,39767,18,113,61,204,34,26,2,7,1,7,8
5043,0,0,Basic,Married,1951,26997,89,7,23,78,133,49,2,4,2,5,7
5267,0,0,Graduation,Divorced,1970,33986,43,16,2,18,2,1,1,1,0,3,7
339,0,0,PhD,Married,1972,57091,82,462,0,24,6,0,2,9,2,5,7
2516,0,0,2n Cycle,Married,1969,46831,84,22,2,10,6,4,2,1,2,2,4
9010,1,0,Master,Married,1972,83151,80,968,147,842,137,42,1,5,7,10,2
378,0,0,Graduation,Married,1971,52531,68,283,112,151,51,72,2,7,2,10,6
4808,0,0,Graduation,Married,1956,15759,12,1,2,5,6,0,1,1,0,2,7
5068,0,0,Graduation,Single,1971,22804,75,14,1,7,2,1,1,2,0,2,9
7628,0,0,2n Cycle,Married,1973,43050,10,30,5,24,6,3,2,2,0,4,5
7128,0,0,PhD,Single,1977,42997,91,4,0,5,0,1,1,1,0,2,7
2811,0,0,PhD,Single,1963,48918,21,52,0,9,0,0,2,1,0,4,4
3551,0,0,Master,Together,1954,60033,28,62,1,57,19,11,2,2,1,5,2
1663,0,0,PhD,Together,1978,34043,97,20,2,14,3,0,1,2,0,2,9
5543,0,0,Graduation,Together,1966,57811,49,545,7,114,37,21,5,7,2,11,5
1577,0,0,Graduation,Married,1946,78569,14,558,79,622,207,175,1,4,6,4,1
10641,0,0,Graduation,Single,1978,7500,5,6,5,4,13,4,4,2,1,3,6
5336,0,0,Master,Together,1971,157733,37,39,1,9,2,0,0,1,0,1,1
6024,1,0,Graduation,Together,1953,94384,62,1111,24,790,160,45,0,5,8,5,2
